Package,File Name,Application Name,Generic Name
cynthiune.app,Cynthiune.desktop,Cynthiune,
cytadela,cytadela.desktop,Cytadela,
d-feet,org.gnome.dfeet.desktop,D-Feet,D-Bus Debugger
d1x-rebirth,d1x-rebirth.desktop,Descent 1,
d2x-rebirth,d2x-rebirth.desktop,Descent 2,
daisy-player,daisy-player.desktop,Daisy player,Player for DAISY Books
dangen,dangen.desktop,dangen,
danmaq,danmaQ.desktop,danmaQ,danmaQ
darkradiant,darkradiant.desktop,DarkRadiant,Level editor
darksnow,darksnow.desktop,DarkSnow,
darktable,darktable.desktop,Darktable,Virtual Lighttable and Darkroom
dasher,dasher.desktop,Dasher,Predictive text entry
davmail,davmail.desktop,DavMail,
dawg,dawg.desktop,Dawg,
dclock,dclock.desktop,DClock,
dconf-editor,ca.desrt.dconf-editor.desktop,dconf Editor,Configuration editor for dconf
ddd,ddd.desktop,Data Display Debugger,
dde-calendar,dde-calendar.desktop,Deepin Calendar,Calendar
ddnet,ddnet.desktop,DDNet,Platform Game
ddrescueview,ddrescueview.desktop,ddrescueview,
deb-gview,deb-gview.desktop,Debian Package Viewer,
debian-installer-launcher,debian-installer-launcher.desktop,Install Debian,
debian-reference-common,debian-reference-common.desktop,Debian Reference,
deepin-calculator,deepin-calculator.desktop,Deepin Calculator,Calculator
deepin-deb-installer,deepin-deb-installer.desktop,Deepin Package Installer,Package Installer
deepin-image-viewer,deepin-image-viewer.desktop,Deepin Image Viewer,Image Viewer
deepin-movie,deepin-movie.desktop,Deepin Movie,Movie
deepin-music,deepin-music.desktop,Deepin Music,Music
deepin-picker,deepin-picker.desktop,Deepin Picker,Picker
deepin-screen-recorder,deepin-screen-recorder.desktop,Deepin Screen Capture,Screen Capture
deepin-screenshot,deepin-screenshot.desktop,Deepin Screenshot,Screenshot
deepin-terminal,deepin-terminal.desktop,Deepin Terminal,Terminal
deepin-voice-recorder,deepin-voice-recorder.desktop,Deepin Voice Recorder,Voice Recorder
deja-dup,org.gnome.DejaDup.desktop,Backups,
deluge-gtk,deluge.desktop,Deluge,BitTorrent Client
denemo,denemo.desktop,GNU Denemo,Score Editor
desktopfolder,com.github.spheras.desktopfolder.desktop,Desktop Folder,
desmume,desmume-glade.desktop,DeSmuME (Gtk-Glade),
desmume,desmume.desktop,DeSmuME (Gtk),
devede,devede_ng.py.desktop,DevedeNG,DVD/CD Video Creator
developers-reference,developers-reference.desktop,Developers Reference,
devhelp,org.gnome.Devhelp.desktop,Devhelp,API Documentation Browser
dfcgen-gtk,dfcgen-gtk.desktop,DFCGen (GTK+),Digital Filter Coefficients Generator
dgedit,dgedit.desktop,DGEdit,
dhelp,dhelp.desktop,Debian Online Help,
dhewm3-d3xp,dhewm3-d3xp.desktop,DOOM³: Resurrection of Evil,DOOM³: Resurrection of Evil
dhewm3-doom3,dhewm3-doom3.desktop,DOOM³,DOOM³
dia-common,dia.desktop,Dia,Diagram Editor
dianara,org.nongnu.dianara.desktop,Dianara,pump.io client
dictionaryreader.app,DictionaryReader.desktop,Dictionary Reader,
diffpdf,diffpdf.desktop,DiffPDF,
diffuse,diffuse.desktop,Diffuse Merge Tool,
digikam,org.kde.digikam.desktop,digiKam,Photo Management Program
dillo,dillo.desktop,Dillo,Web Browser
din,din.desktop,DIN Is Noise,DIN Is Noise
ding,ding.desktop,Ding,ding
dino-im,im.dino.Dino.desktop,Dino,Jabber/XMPP Client
diodon,diodon.desktop,Diodon,Clipboard Manager
direwolf,direwolf.desktop,Dire Wolf,
distccmon-gnome,distccmon-gnome.desktop,distcc monitor,Distributed Compile Monitor
djview4,djvulibre-djview4.desktop,DjView4,DjVu Viewer
dkopp,dkopp.desktop,dkopp,Copy files to DVD
dlt-viewer,org.genivi.DLTViewer.desktop,DLT Viewer,Diagnostic Log and Trace Viewer needed for devices running DLT daemon
dlume,dlume.desktop,Dlume,
dochelp,dochelp.desktop,Dochelp,
dodgindiamond2,dodgindiamond2.desktop,Dodgin' Diamond 2,Arcade Game
dolphin,org.kde.dolphin.desktop,Dolphin,File Manager
doomsday,net.dengine.Doomsday.desktop,Doomsday Engine,
doomsday-server,net.dengine.Shell.desktop,Doomsday Shell,
dopewars,dopewars.desktop,Dopewars,
dosbox,dosbox.desktop,DOSBox Emulator,
dossizola,dossizola.desktop,Do'SSi Zo'la,dossizola
doublecmd-common,doublecmd.desktop,Double Commander,
dozzaqueux,dozzaqueux.desktop,Dozzaqueux,Simulator for chemical mixtures
dpkg-www,dpkg-www.desktop,Debian Package Browser,
dragonplayer,org.kde.dragonplayer.desktop,Dragon Player,Video Player
drascula,drascula.desktop,Drascula: The Vampire Strikes Back,Drascula
drascula-french,drascula-french.desktop,Drascula: The Vampire Strikes Back (Français),Drascula
drascula-german,drascula-german.desktop,Drascula: The Vampire Strikes Back (Deutsch),Drascula
drascula-italian,drascula-italian.desktop,Drascula: The Vampire Strikes Back (Italiano),Drascula
drascula-spanish,drascula-spanish.desktop,Drascula: The Vampire Strikes Back (Español),Drascula
drawing,com.github.maoschanz.drawing.desktop,Drawing,
drawxtl,drawxtl.desktop,DRAWxtl,Crystal Structure Viewer
dreamchess,dreamchess.desktop,DreamChess,Chess game
driftnet,driftnet.desktop,Driftnet,
drkonqi,org.kde.drkonqi.desktop,Dr Konqi,
drumkv1,drumkv1.desktop,drumkv1,MIDI
drumstick-tools,drumstick-drumgrid.desktop,Drumstick Drum Grid,
drumstick-tools,drumstick-guiplayer.desktop,Drumstick MIDI Player,
drumstick-tools,drumstick-vpiano.desktop,Drumstick Virtual Piano,
dspdfviewer,dspdfviewer.desktop,DS PDF Viewer,
dustracing2d,dustrac-editor.desktop,Dust Racing 2D Level Editor,2D racing game level editor
dustracing2d,dustrac-game.desktop,Dust Racing 2D,Top-down 2D racing game
dvb-apps,alevt.desktop,alevt,
dvbcut,dvbcut.desktop,DVBcut,DVB Cutting Program for MPEG Transport Stream files
dvdisaster,dvdisaster.desktop,dvdisaster,data archival
dvorak7min,dvorak7min.desktop,dvorak7min,
dwarf-fortress,dwarf-fortress.desktop,Dwarf Fortress,Single player fantasy game
dwww,dwww.desktop,Debian Documentation Browser,
dx,dx.desktop,OpenDX Data Explorer,Data Explorer
dxf2gcode,dxf2gcode.desktop,dxf2gcode converter,
easychem,easychem.desktop,EasyChem Chemical Structures Editor,
easyssh,com.github.muriloventuroso.easyssh.desktop,EasySSH,SSH Connection Manager
easytag,easytag.desktop,EasyTAG,Audio File Metadata Editor
eboard,eboard.desktop,eboard,
ebook-speaker,ebook-speaker.desktop,eBook speaker,Speaking e-reader
ebook2cwgui,ebook2cwgui.desktop,ebook2cw,ebook to Morse Converter
ebumeter,ebumeter.desktop,Ebumeter,Loudness meter according to EBU-R128
ebview,ebview.desktop,EBView,
eclipse-tracecompass,tracecompass.desktop,Trace Compass,Trace Compass
edb-debugger,edb.desktop,edb,"""Evan's Debugger"""
edenmath.app,EdenMath.desktop,EdenMath,
edfbrowser,edfbrowser.desktop,EDFbrowser,EDF viewer
eekboek-gui,ebwxshell.desktop,EekBoek,Bookkeeping
efax-gtk,efax-gtk.desktop,Efax-gtk,
efte,efte.desktop,eFTE,Text Editor
eiciel,org.roger-ferrer.Eiciel.desktop,Eiciel,Access control list editor
einstein,einstein.desktop,Einstein,
eiskaltdcpp-gtk,eiskaltdcpp-gtk.desktop,EiskaltDC++ Gtk,DC++ client
eiskaltdcpp-qt,eiskaltdcpp-qt.desktop,EiskaltDC++ Qt,DC++ client
eiskaltdcpp-web,eiskaltdcpp-web.desktop,EiskaltDC++ Web UI,Web UI for eiskaltdcpp-daemon
electric,electric.desktop,Electric,Electrical CAD
electrum,electrum.desktop,Electrum Bitcoin Wallet,Bitcoin Wallet
elektroid,elektroid.desktop,Elektroid,
elisa,org.kde.elisa.desktop,Elisa,Music Player
elki,elki.desktop,ELKI,
emacs-gtk,emacs-term.desktop,Emacs (Terminal),Text Editor
emacs-gtk,emacs.desktop,Emacs (GUI),Text Editor
emacs-lucid,emacs-term.desktop,Emacs (Terminal),Text Editor
emacs-lucid,emacs.desktop,Emacs (GUI),Text Editor
email-reminder,email-reminder.desktop,Email-Reminder,
emboss-explorer,emboss-explorer.desktop,EMBOSS Explorer,EMBOSS frontend
emerald,emerald-theme-manager.desktop,Emerald Theme Manager,
empathy,empathy.desktop,Empathy,IM Client
empire,empire.desktop,VMS Empire,Empire
emu8051,emu8051.desktop,emu8051,intel 8051 emulator
endless-sky,endless-sky.desktop,Endless Sky,Space game
enemylines3,enemylines3.desktop,Enemylines3,
enemylines7,enemylines7.desktop,Enemylines7,
engauge-digitizer,engauge-digitizer.desktop,Engauge Digitizer,
engrampa,engrampa.desktop,Engrampa Archive Manager,Archive Manager
enigma,enigma.desktop,Enigma,
enlightenment,emixer.desktop,Emixer,
enlightenment,enlightenment_askpass.desktop,Enlightenment Askpass,
enlightenment,enlightenment_filemanager.desktop,Enlightenment File Manager,
entagged,entagged.desktop,Entagged,
entangle,org.entangle_photo.Manager.desktop,Entangle,
eog,org.gnome.eog.desktop,Image Viewer,
eom,eom.desktop,Eye of MATE Image Viewer,
ephoto,ephoto.desktop,Ephoto,
epiphany,epiphany-game.desktop,Epiphany,Game
epiphany-browser,org.gnome.Epiphany.desktop,Web,Web Browser
epoptes,epoptes.desktop,Epoptes,
eqonomize,eqonomize.desktop,Eqonomize!,Personal Accounting
eric,eric6.desktop,eric6,IDE for Python
eric,eric6_browser.desktop,eric6 Web Browser,Web Browser
espeakedit,espeakedit.desktop,espeakedit,
etherape,etherape.desktop,EtherApe,A Graphical Network Browser
etm,etm.desktop,Event and task manager,
etoys,etoys.desktop,eToys,
ettercap-graphical,ettercap.desktop,Ettercap,
etw,etw.desktop,Eat The Whistle,Soccer Game
euler,euler.desktop,Euler,Computer Algebra System
eureka,eureka.desktop,Eureka DOOM Editor,DOOM Editor
eviacam,eviacam.desktop,Enable Viacam,Head Pointer
evilwm,evilwm.desktop,evilwm,
evince,org.gnome.Evince-previewer.desktop,Print Preview,
evince,org.gnome.Evince.desktop,Document Viewer,
evolution,org.gnome.Evolution.desktop,Evolution,Groupware Suite
evolution-data-server,org.gnome.Evolution-alarm-notify.desktop,Evolution Alarm Notify,
evolvotron,evolvotron.desktop,Evolvotron,
exadrums,eXaDrums.desktop,eXaDrums,
excellent-bifurcation,excellent-bifurcation.desktop,Excellent Bifurcation,
exfalso,io.github.quodlibet.ExFalso.desktop,Ex Falso,Audio tag editor
expeyes,expeyes-junior.desktop,ExpEYES Junior,
expeyes,expeyes.desktop,expEYES,expEYES
expeyes-doc-common,expeyes-doc.desktop,expEYES Manual,
expeyes-doc-common,expeyes-junior-doc.desktop,expEYES Junior Manual,
expeyes-doc-common,progman-jr-doc.desktop,expEYES Junior Programmer Manual,
extremetuxracer,etr.desktop,Extreme Tux Racer,Arcade Game
exult,exult.desktop,Exult,
eyes17,expeyes-17.desktop,ExpEYES-17,
eyes17,eyes17-doc.desktop,EYES17 Manual,
falkon,org.kde.falkon.desktop,Falkon,Web Browser
fastqc,fastqc.desktop,FastQC quality control,FastQC quality control
fasttracker2,fasttracker2.desktop,Fasttracker II,
faustworks,faustworks.desktop,FaustWorks,IDE for Faust
fbreader,FBReader.desktop,E-book reader,E-book reader
fbzx,fbzx.desktop,FBZX,A Sinclair ZX Spectrum emulator
fccexam,fccexam.desktop,fccexam,fccexam
fceux,fceux.desktop,Fceux,NES/Famicom emulator
fcitx-config-gtk,fcitx-config-gtk3.desktop,Fcitx Config Tool,
fcitx-data,fcitx-configtool.desktop,Fcitx Configuration,Input Method Configuration
fcitx-data,fcitx-skin-installer.desktop,Fcitx Skin Installer,
fcitx-data,fcitx.desktop,Fcitx,Input Method
fcitx-ui-light,fcitx-light.desktop,Fcitx Light UI,
fcitx-ui-qimpanel,fcitx-qimpanel-configtool.desktop,fcitx-qimpanel-configtool,
fcitx5,fcitx5-configtool.desktop,Fcitx 5 Configuration,Input Method Configuration
fcitx5,org.fcitx.Fcitx5.desktop,Fcitx 5,Input Method
fcitx5-config-qt,kbd-layout-viewer5.desktop,Keyboard layout viewer,
fcitx5-config-qt,org.fcitx.fcitx5-config-qt.desktop,Fcitx 5 Configuration,Input Method Configuration
fcitx5-config-qt,org.fcitx.fcitx5-migrator.desktop,Fcitx 5 Migration Wizard,Input Method Configuration
feathernotes,feathernotes.desktop,FeatherNotes,
featherpad,featherpad.desktop,FeatherPad,Text Editor
feedreader,org.gnome.FeedReader.desktop,FeedReader,RSS Client
feh,feh.desktop,Feh,Image viewer
felix-latin,felix.desktop,Latin-French dictionary,
ferret,ferret.desktop,ferret,
ferret-vis,ferret-vis.desktop,Ferret Visualisation,Ferret - Data Visualization
fet,fet.desktop,Timetable Generator,Timetable software for schools
ffado-mixer-qt4,ffado.org-ffadomixer.desktop,FFADO Mixer,Firewire audio mixer
ffdiaporama,ffDiaporama.desktop,Movie creator ffDiaporama,Movie creator
file-roller,org.gnome.FileRoller.desktop,Archive Manager,
filelight,org.kde.filelight.desktop,Filelight,Disk Usage Statistics
filezilla,filezilla.desktop,FileZilla,FTP client
filler,filler.desktop,Filler,
fillets-ng,fillets-ng.desktop,Fish Fillets,
firefox-esr,firefox-esr.desktop,Firefox ESR,Web Browser
firetools,firejail-ui.desktop,Firejail Configuration Wizard,
firetools,firetools.desktop,Firetools,
firewall-config,firewall-config.desktop,Firewall,
fityk,fityk.desktop,fityk,Curve Fitter
five-or-more,org.gnome.five-or-more.desktop,Five or More,
flamerobin,flamerobin.desktop,FlameRobin,Database administration tool
flameshot,org.flameshot.Flameshot.desktop,Flameshot,Screenshot tool
flamp,flamp.desktop,flamp,Amateur Multicast Protocol Client/Server
flare-engine,flare.desktop,Flare,Flare (Action Role-Playing Game)
fldiff,fldiff.desktop,fldiff,
fldigi,flarq.desktop,Flarq,Fldigi ARQ Utility
fldigi,fldigi.desktop,Fldigi,Amateur Radio Digital Modem
flent,flent.desktop,Flent,
flight-of-the-amazon-queen,flight-of-the-amazon-queen.desktop,Flight of the Amazon Queen,Game
flightgear,flightgear.desktop,FlightGear,Flight Simulator
flightgear,org.flightgear.FlightGear.desktop,FlightGear,Flight simulator
flmsg,flmsg.desktop,flmsg,Amateur Radio Message Generator
flobopuyo,flobopuyo.desktop,FloboPuyo,
flowblade,io.github.jliljebl.Flowblade.desktop,Flowblade Movie Editor,Movie Editor
flpsed,flpsed.desktop,flpsed,Simple PS/PDF editor
flrig,flrig.desktop,Flrig,Amateur Radio Rig Control
fltk1.1-games,flblocks.desktop,FLTK Block Attack!,
fltk1.1-games,flcheckers.desktop,FLTK Checkers,
fltk1.1-games,flsudoku.desktop,FLTK Sudoku,
fltk1.3-games,flblocks.desktop,FLTK Block Attack!,
fltk1.3-games,flcheckers.desktop,FLTK Checkers,
fltk1.3-games,flsudoku.desktop,FLTK Sudoku,
fluid,fluid.desktop,FLUID,
fluidsynth-dssi,fluidsynth-dssi.desktop,Fluidsynth DSSI,
flwrap,flwrap.desktop,Flwrap,Amateur Radio Data Encapsulation
fmit,fmit.desktop,FMIT,Musical Instrument Tuner
focuswriter,focuswriter.desktop,FocusWriter,Fullscreen Word Processor
font-manager,org.gnome.FontManager.desktop,Font Manager,Font Manager
font-viewer,org.gnome.FontViewer.desktop,Font Viewer,Font Viewer
fontforge,org.fontforge.FontForge.desktop,FontForge,Font Editor
fontmatrix,fontmatrix.desktop,Fontmatrix,Font Manager
foo-yc20,foo-yc20.desktop,Foo YC20,YC20
foobillardplus,foobillardplus.desktop,FooBillard++,Billiard
fookb,fookb.desktop,fookb,
foot,foot-server.desktop,Foot Server,Terminal
foot,foot.desktop,Foot,Terminal
form,form.desktop,form,
formiko,formiko-vim.desktop,Formiko Vim,
formiko,formiko.desktop,Formiko,
fotoxx,fotoxx.desktop,Fotoxx,Photo Editor
four-in-a-row,org.gnome.Four-in-a-row.desktop,Four-in-a-row,
foxtrotgps,foxtrotgps.desktop,FoxtrotGPS,GPS and Map
fqterm,fqterm.desktop,FQTerm,BBS Client
fracplanet,fracplanet.desktop,Fracplanet,
fractalnow,qfractalnow.desktop,QFractalNow,Fractal Generator
fractgen,fractgen.desktop,fractgen,
fraqtive,fraqtive.desktop,Fraqtive,Fractal Generator
free42-nologo,com.thomasokken.Free42bin.desktop,Free42 (binary),
free42-nologo,com.thomasokken.Free42dec.desktop,Free42 (decimal),
freealchemist,freealchemist.desktop,FreeAlchemist,
freebirth,freebirth.desktop,Freebirth,Freebirth
freecad-common,freecad.desktop,FreeCAD,CAD Application
freeciv-client-extras,org.freeciv.mp.gtk3.desktop,Freeciv modpack installer (gtk3),
freeciv-client-gtk,org.freeciv.gtk2.desktop,Freeciv (gtk2),
freeciv-client-gtk3,org.freeciv.gtk322.desktop,Freeciv,
freeciv-client-qt,org.freeciv.qt.desktop,Freeciv (Qt),
freeciv-client-sdl,org.freeciv.sdl2.desktop,Freeciv (SDL2),
freeciv-server,org.freeciv.server.desktop,Freeciv server,
freecol,freecol.desktop,FreeCol,
freedink-dfarc,freedink-dfarc.desktop,DFArc - Dink frontend,
freedink-engine,freedink.desktop,FreeDink,
freedink-engine,freedinkedit.desktop,FreeDinkedit,
freedm,io.github.freedoom.FreeDM.desktop,FreeDM,First Person Shooter Game
freedoom,io.github.freedoom.Phase1.desktop,Phase 1,First Person Shooter Game
freedoom,io.github.freedoom.Phase2.desktop,Phase 2,First Person Shooter Game
freedroid,freedroid.desktop,Freedroid,
freedroidrpg,freedroidrpg.desktop,Freedroid RPG,Freedroid RPG
freedv,freedv.desktop,FreeDV,
freegish,freegish.desktop,FreeGish,
freeorion,org.freeorion.FreeOrion.desktop,FreeOrion,Turn-based space strategy game
freeplane,freeplane.desktop,Freeplane,Freeplane
freespace2-launcher-wxlauncher,freespace2-launcher.desktop,Freespace2 launcher,
freesweep,freesweep.desktop,Freesweep,
freetennis,freetennis.desktop,FreeTennis,
freetuxtv,freetuxtv.desktop,FreetuxTV,Television Channels Player
freewheeling,freewheeling.desktop,FreeWheeling,
frescobaldi,org.frescobaldi.Frescobaldi.desktop,Frescobaldi,Frescobaldi
fritzing,fritzing.desktop,Fritzing,Fritzing
frogatto,frogatto.desktop,Frogatto,
frogr,org.gnome.frogr.desktop,frogr,frogr: a Flickr Remote Organizer for GNOME
frozen-bubble,frozen-bubble.desktop,Frozen-Bubble,
fs-uae,fs-uae.desktop,FS-UAE,
fs-uae-arcade,fs-uae-arcade.desktop,FS-UAE Arcade,
fs-uae-launcher,fs-uae-launcher.desktop,FS-UAE Launcher,
ftools-fv,fv.desktop,fv FITS Editor,FITS Editor
ftp.app,FTP.desktop,FTP,
funguloids,funguloids.desktop,Funguloids,
funnyboat,funnyboat.desktop,Funny Boat,
fuse-emulator-gtk,fuse-gtk.desktop,Fuse (GTK+),Spectrum Emulator
fuse-emulator-sdl,fuse-sdl.desktop,Fuse (SDL),Spectrum Emulator
fusion-icon,fusion-icon.desktop,Compiz Fusion Icon,
fwbuilder,fwbuilder.desktop,Firewall Builder,Firewall administration tool
fyre,fyre.desktop,Fyre,
g3data,g3data.desktop,G3Data Graph Analyzer,Graph Analyzer
g3dviewer,g3dviewer.desktop,G3DViewer,G3DViewer
gabedit,gabedit.desktop,Gabedit QC-GUI,
gadmin-bind,gadmin-bind.desktop,GADMIN-BIND,GADMIN-BIND
gadmin-openvpn-client,gadmin-openvpn-client.desktop,GADMIN-OPENVPN-Client,GADMIN-OPENVPN-Client
gadmin-rsync,gadmin-rsync.desktop,GAdmin-Rsync,GAdmin-Rsync
gaiksaurus,gaiksaurus.desktop,GTK Aiksaurus,Thesaurus
gajim,org.gajim.Gajim.desktop,Gajim,XMPP Chat Client
galculator,galculator.desktop,Galculator,
galois,galois.desktop,Galois,Extended Falling Blocks Game
galternatives,org.debian.galternatives.desktop,Alternatives Configurator,
gamazons,gamazons.desktop,Gamazons,
gambas3-ide,gambas3.desktop,Gambas3,Gambas 3 IDE
game-data-packager-runtime,doom2-masterlevels.desktop,Doom 2: Master Levels,First Person Shooter Game
gameconqueror,org.scanmem.gameconqueror.desktop,Game Conqueror,
gamgi,gamgi.desktop,gamgi,Atom Structure Visualization
