Section,Subsection,Name,Verdict,Score,Cost (MiB),Rank,Description
games,arcade,vectoroids,TODO,276160,10,27616,vector-based rock-shooting
games,arcade,viruskiller,TODO,342108,12,28509,Game about viruses invading your computer
games,arcade,vonsh,TODO,390020,10,39002,Snake-like game with line of people running around to get more food
games,arcade,vor,TODO,321520,10,32152,2D action game about dodging rocks in space
games,arcade,warmux,TODO,2419010,110,21991,turn-based artillery game on 2D maps
games,arcade,wing,TODO,32166,1,32166,Galaga-like arcade game
games,arcade,wizznic,TODO,1014728,26,39028,implementation of the arcade classic Puzznic
games,arcade,wordwarvi,TODO,390390,10,39039,retro-styled side-scrolling shoot'em up arcade game
games,arcade,xbill,TODO,22833,1,22833,Get rid of those Wingdows Viruses!
games,arcade,xblast-tnt,TODO,117150,3,39050,multiplayer blast-the-others game inspired by Dynablaster
games,arcade,xevil,TODO,32188,1,32188,A violent side-scrolling game for X
games,arcade,xgalaga,TODO,24779,1,24779,X version of the famous Galaga game
games,arcade,xgalaga++,TODO,30807,1,30807,"classic single screen vertical shooter, inspired by xgalaga"
games,arcade,xinv3d,TODO,42608,1,42608,3D space invaders for X
games,arcade,xonix,TODO,32193,1,32193,game to carve up the screen whilst dodging monsters
games,arcade,xracer,TODO,136328,4,34082,Futuristic racing game
games,arcade,xsoldier,TODO,61640,2,30820,"shoot 'em up game with the ""not shooting"" bonus"
games,arcade,xtron,TODO,34087,1,34087,Tron game for X11
games,arcade,zatacka,TODO,78170,2,39085,arcade multiplayer game like nibbles
games,board,3dchess,TODO,22021,1,22021,Play chess across 3 boards!
games,board,ace-of-penguins,TODO,12511,1,12511,penguin-themed solitaire games
games,board,biloba,TODO,387120,12,32260,turn based strategy board game for up to 4 players
games,board,brutalchess,TODO,85364,4,21341,3D chess game with reflection of the chessmen
games,board,cgoban,TODO,20135,1,20135,complete Go board
games,board,colorcode,TODO,24844,1,24844,advanced clone of the MasterMind code-breaking game
games,board,dossizola,TODO,68622,2,34311,Isola board game with nice graphics
games,board,eboard,TODO,35202,2,17601,GTK+ chessboard program
games,board,el-ixir,TODO,34344,1,34344,two-player board game with randomness
games,board,filler,TODO,1479974,43,34418,simple game where two players try to capture half the board
games,board,fltk1.3-games,TODO,24312,1,24312,"Fast Light Toolkit - example games: checkers, sudoku"
games,board,gamazons,TODO,34477,1,34477,Amazons boardgame for GNOME
games,board,gbatnav,TODO,29813,1,29813,networked BattleShip game
games,board,gnome-games,TODO,863010,30,28767,games for the GNOME desktop
games,board,gnubg,TODO,144486,9,16054,graphical or console backgammon program with analysis
games,board,gnuminishogi,TODO,32580,1,32580,"program to play minishogi, a shogi variant on a 5x5 board"
games,board,gtkatlantic,TODO,28782,1,28782,Game like Monopoly
games,board,gtkboard,TODO,270080,10,27008,many board games in one program
games,board,hachu,TODO,27867,1,27867,"AI engine for many Shogi and Chess variants, including Chu, Sho, and Dai Shogi"
games,board,hexxagon,TODO,97836,3,32612,Hexagonal Ataxx clone
games,board,jester,TODO,34638,1,34638,board game similar to Othello
games,board,kdegames,FAIL,,ERROR,105174,games from the official KDE release
games,board,kgames,TODO,24939,1,24939,Venerable selection of Xaw-based games
games,board,mah-jong,TODO,24527,1,24527,Original Mah-Jong game
games,board,mancala,TODO,30321,1,30321,Implementation of the simple board game called Mancala
games,board,morris,TODO,33411,1,33411,Nine men's morris game
games,board,openyahtzee,TODO,190320,6,31720,classic dice game of Yahtzee
games,board,peg-e,TODO,30429,1,30429,peg elimination solitaire game
games,board,peg-solitaire,TODO,30430,1,30430,Board game for one player with pegs
games,board,pegsolitaire,TODO,31748,1,31748,education game similar to Hi-Q
games,board,pente,TODO,30431,1,30431,five in a row game for X and the console
games,board,pentobi,TODO,573690,15,38246,clone of the strategy board game Blokus
games,board,pioneers,TODO,96216,4,24054,Settlers of Catan board game
games,board,qgo,TODO,69642,3,23214,Go client and full featured SGF editor
games,board,quarry,TODO,23639,1,23639,"Board games Go, Amazons, and Reversi (a.k.a. Othello)"
games,board,ricochet,TODO,91899,3,30633,multi-user networked version of the Ricochet Robots game
games,board,scid,TODO,140229,9,15581,chess database with play and training functionality
games,board,xboard,TODO,20004,2,10002,X Window System Chess Board
games,board,xchain,TODO,42595,1,42595,strategy game for 2-4 players
games,board,xfrisk,TODO,29611,1,29611,Server and X11 client for playing Risk with humans or AIs
games,board,xgammon,TODO,27635,1,27635,Implementation of backgammon under X
games,board,xmabacus,TODO,72680,2,36340,simulation of the ancient calculator (Motif version)
games,board,xmahjongg,TODO,14317,1,14317,tile-based solitaire game
games,board,xshogi,TODO,27644,1,27644,X11 frontend to gnushogi
games,board,xvier,TODO,29620,1,29620,"a ""Four in a row"" game"
games,card,ace-of-penguins,TODO,12511,1,12511,penguin-themed solitaire games
games,card,aisleriot,TODO,29898,9,3322,GNOME solitaire card game collection
games,card,gnome-games,TODO,863010,30,28767,games for the GNOME desktop
games,card,gsalliere,TODO,2667924,54,49406,Bridge duplicate scorer (GUI frontend)
games,card,kdegames,FAIL,,ERROR,105174,games from the official KDE release
games,card,lmemory,TODO,23996,1,23996,"Children's game based on the ""memory"" card game"
games,card,openpref,TODO,28247,1,28247,card game against two virtual players
games,card,pescetti,TODO,2242404,54,41526,Bridge Pseudo-duplimate generator
games,card,pokerth,TODO,408375,25,16335,Texas hold'em game
games,card,pysolfc,FAIL,N/A,N/A,N/A,N/A
games,card,tenace,TODO,397793,11,36163,Bridge hand viewer and editor
games,card,xmille,FAIL,N/A,N/A,N/A,N/A
games,card,xpat2,TODO,20679,1,20679,Generic patience game for X11
games,card,xskat,TODO,16490,1,16490,"3-player card game ""Skat"""
games,card,xsol,TODO,47486,2,23743,Solitaire game for the X Window system
games,card,yahtzeesharp,TODO,835980,15,55732,game similar to poker with dice and less money
games,chess,3dchess,TODO,22021,1,22021,Play chess across 3 boards!
games,chess,brutalchess,TODO,85364,4,21341,3D chess game with reflection of the chessmen
games,chess,chessx,TODO,100685,5,20137,chess database
games,chess,crazywa,TODO,85024,1,85024,AI engine for Wa Shogi and several other variants
games,chess,dreamchess,TODO,274000,16,17125,3D chess game
games,chess,eboard,TODO,35202,2,17601,GTK+ chessboard program
games,chess,ethereal-chess,TODO,27783,1,27783,UCI-compliant chess engine
games,chess,fairy-stockfish,TODO,26958,1,26958,"chess variant engine including support for Chess, Shogi and XiangQi variants"
games,chess,gnome-games,TODO,863010,30,28767,games for the GNOME desktop
games,chess,gpsshogi,TODO,414408,12,34534,Shogi playing program based on OpenShogiLib
games,chess,gpsshogi-viewer,TODO,331992,9,36888,Shogi studying GUI based on OpenShogiLib
games,chess,hachu,TODO,27867,1,27867,"AI engine for many Shogi and Chess variants, including Chu, Sho, and Dai Shogi"
games,chess,kdegames,FAIL,,ERROR,105174,games from the official KDE release
games,chess,pychess,FAIL,,ERROR,11300,"Fully featured, nice looking, easy to use Chess Client"
games,chess,scid,TODO,140229,9,15581,chess database with play and training functionality
games,chess,shogivar,TODO,32062,1,32062,"UI to play many shogi variants, with builtin computer player"
games,chess,sjaakii,TODO,24731,1,24731,"Sjaak II - computer player for many Chess variants, including Shogi and XiangQi"
games,chess,tagua,TODO,561162,21,26722,Board-game frontend for playing chess variants and other games
games,chess,xboard,TODO,20004,2,10002,X Window System Chess Board
games,chess,xshogi,TODO,27644,1,27644,X11 frontend to gnushogi
games,education,atomix,TODO,23320,1,23320,puzzle game for building molecules out of separate atoms
games,education,basic256,TODO,136688,4,34172,educational BASIC programming environment for children
games,education,gamine,TODO,316184,11,28744,Interactive game for young children
games,education,granule,TODO,120964,2,60482,flashcard program for learning new words
games,education,pysiogame,TODO,301200,30,10040,educational activity pack for kids
games,education,tuxmath,TODO,247940,22,11270,math game for kids with Tux
games,education,tuxtype,TODO,370944,23,16128,Educational Typing Tutor Game Starring Tux
games,education,xball,TODO,64364,2,32182,Simulate bouncing balls in a window
games,emulator,blastem,TODO,68601,3,22867,Fast and accurate Genesis emulator
games,emulator,cen64,TODO,24834,1,24834,Cycle-Accurate Nintendo 64 Simulator
games,emulator,desmume,TODO,140106,6,23351,Nintendo DS emulator
games,emulator,dolphin-emu,FAIL,,ERROR,7562,Gamecube and Wii emulator
games,emulator,efp,TODO,356408,4,89102,Escape from Pong NES game
games,emulator,fceux,TODO,65100,4,16275,all-in-one NES/Famicom Emulator
games,emulator,fs-uae-arcade,TODO,611908,22,27814,Full-screen game browser for FS-UAE
games,emulator,gngb,TODO,59674,2,29837,Color Gameboy emulator
games,emulator,gnome-video-arcade,TODO,1742412,84,20743,Simple MAME frontend
games,emulator,hatari,TODO,81417,7,11631,"Emulator for the Atari ST, STE, TT, and Falcon computers"
games,emulator,mame,TODO,972110,82,11855,Multiple Arcade Machine Emulator (MAME)
games,emulator,mednaffe,TODO,105042,7,15006,front-end for the Mednafen multi-system emulator
games,emulator,mgba-sdl,TODO,563860,20,28193,Game Boy Advance emulator (SDL frontend for mGBA)
games,emulator,mupen64plus-ui-console,FAIL,,ERROR,18862,console frontend for mupen64plus
games,emulator,nestopia,TODO,83420,4,20855,Nintendo Entertainment System/Famicom emulator
games,emulator,osmose-emulator,TODO,29295,1,29295,Sega Master System and Game Gear console emulator
games,emulator,pcsxr,TODO,51162,3,17054,Sony PlayStation emulator
games,emulator,retroarch,TODO,2594450,190,13655,Simple frontend for the libretro library
games,emulator,stella,TODO,104785,5,20957,Atari 2600 Emulator for SDL & the X Window System
games,emulator,virtualjaguar,TODO,116985,3,38995,Cross-platform Atari Jaguar emulator
games,emulator,visualboyadvance,TODO,45646,2,22823,full featured Game Boy Advance emulator
games,emulator,wine,FAIL,,ERROR,3131,Windows API implementation - standard suite
games,emulator,yabause,TODO,766628,4,191657,beautiful and under-rated Saturn emulator
games,emulator,yuzu,FAIL,,ERROR,28544,Nintendo Switch Emulator
games,emulator,zsnes,FAIL,N/A,N/A,N/A,N/A
games,finest,0ad,TODO,12195400,1400,8711,Real-time strategy game of ancient warfare
games,finest,7kaa,TODO,754050,33,22850,Seven Kingdoms Ancient Adversaries: real-time strategy game
games,finest,a7xpg,TODO,428355,15,28557,chase action game
games,finest,abe,TODO,274224,12,22852,"side-scrolling game named ""Abe's Amazing Adventure"""
games,finest,ace-of-penguins,TODO,12511,1,12511,penguin-themed solitaire games
games,finest,alex4,TODO,44048,2,22024,Alex the Allegator 4 - a retro platform game
games,finest,armagetronad,TODO,56862,3,18954,3D Tron-like high speed game
games,finest,asc,TODO,1418340,44,32235,turn-based strategy game
games,finest,atomix,TODO,23320,1,23320,puzzle game for building molecules out of separate atoms
games,finest,berusky,TODO,139944,6,23324,Logic game based on Sokoban
games,finest,biniax2,TODO,322500,12,26875,logic game with arcade and tactics modes
games,finest,blobby,TODO,101544,4,25386,Volleyball game with blobs
games,finest,bloboats,TODO,78159,3,26053,Boat racing game
games,finest,blobwars,TODO,1623628,71,22868,platform shooting game
games,finest,blockattack,TODO,403215,15,26881,puzzle game inspired by Tetris
games,finest,btanks,TODO,663288,29,22872,fast 2D tank arcade game with multiplayer and split-screen modes
games,finest,burgerspace,TODO,253940,10,25394,Avoid evil foodstuffs and make burgers
games,finest,bzflag-client,TODO,245136,12,20428,3D first person tank battle game -- client
games,finest,caveexpress,TODO,584131,23,25397,2D platformer with physics-based gameplay
games,finest,cgoban,TODO,20135,1,20135,complete Go board
games,finest,chromium-bsu,TODO,81320,5,16264,"fast paced, arcade-style, scrolling space shooter"
games,finest,cultivation,TODO,55484,2,27742,game about the interactions within a gardening community
games,finest,dreamchess,TODO,274000,16,17125,3D chess game
games,finest,enigma,TODO,999348,42,23794,Game where you control a marble with the mouse
games,finest,epiphany,TODO,280380,12,23365,clone of Boulder Dash game
games,finest,extremetuxracer,TODO,508892,41,12412,"3D racing game featuring Tux, the Linux penguin"
games,finest,flare-game,TODO,11846250,130,91125,fantasy single-player 2D action role-playing game
games,finest,flightgear,FAIL,29298600,1800,16277,Flight Gear Flight Simulator
games,finest,foobillardplus,TODO,586208,32,18319,3D OpenGL Billiard Game
games,finest,freeciv,TODO,531748,28,18991,Civilization turn based strategy game
games,finest,freecol,FAIL,,ERROR,17294,open source remake of the old Colonization
games,finest,freedroidrpg,TODO,5857870,230,25469,Isometric RPG influenced by Paradroid
games,finest,freeorion,TODO,2443090,130,18793,turn-based space empire and galactic conquest game
games,finest,frozen-bubble,TODO,427552,32,13361,cool game where you pop out the bubbles!
games,finest,funguloids,FAIL,N/A,N/A,N/A,N/A
games,finest,funnyboat,TODO,523020,20,26151,side scrolling arcade shooter game on a steamboat
games,finest,gnubg,TODO,144486,9,16054,graphical or console backgammon program with analysis
games,finest,gtkatlantic,TODO,28782,1,28782,Game like Monopoly
games,finest,gweled,TODO,63144,3,21048,"""Diamond Mine""-style puzzle game"
games,finest,hedgewars,TODO,2744800,160,17155,"Funny turn-based artillery game, featuring fighting hedgehogs!"
games,finest,holotz-castle,TODO,314304,12,26192,platform game with high doses of mystery
games,finest,hyperrogue,TODO,314364,12,26197,non-euclidean graphical rogue-like game
games,finest,kobodeluxe,TODO,67614,3,22538,game of space battle
games,finest,koules,TODO,28836,1,28836,abstract space action game
games,finest,lbreakout2,TODO,196728,12,16394,ball-and-paddle game with nice graphics
games,finest,lincity-ng,TODO,1130965,55,20563,City simulator game with polished graphics
games,finest,liquidwar,TODO,109080,4,27270,truly original multiplayer wargame
games,finest,lmemory,TODO,23996,1,23996,"Children's game based on the ""memory"" card game"
games,finest,lugaru,TODO,982152,36,27282,third person ninja rabbit fighting game
games,finest,manaplus,TODO,354783,13,27291,Extended client for Evol Online and The Mana World
games,finest,marsshooter,TODO,1828321,71,25751,ridiculous space shooter governed by the laws of gravity
games,finest,megaglest,FAIL,,ERROR,23546,3D multi-player real time strategy game
games,finest,micropolis,TODO,226308,12,18859,real-time city management simulator
games,finest,minetest,TODO,75564,9,8396,Multiplayer infinite-world block sandbox
games,finest,neverball,TODO,559510,35,15986,3D floor-tilting game
games,finest,neverputt,TODO,486648,24,20277,3D miniature golf game
games,finest,nexuiz,TODO,15885100,700,22693,Fast-paced 3D first-person shooter
games,finest,numptyphysics,TODO,47116,2,23558,crayon based physics puzzle game
games,finest,open-invaders,TODO,83464,4,20866,Space Invaders clone
games,finest,openarena,TODO,6796160,410,16576,fast-paced 3D first-person shooter
games,finest,openclonk,TODO,3019320,120,25161,"multiplayer game of strategy, action and skill"
games,finest,openttd,TODO,174902,14,12493,reimplementation of Transport Tycoon Deluxe with enhancements
games,finest,parsec47,TODO,534285,15,35619,retromodern hispeed shmup
games,finest,pathological,TODO,601678,22,27349,puzzle game involving paths and marbles
games,finest,performous,TODO,212112,8,26514,karaoke game that allows user supplied songs
games,finest,pinball,TODO,284228,14,20302,Emilia Pinball Emulator
games,finest,pingus,TODO,375276,22,17058,Free Lemmings(TM) clone
games,finest,pioneers,TODO,96216,4,24054,Settlers of Catan board game
games,finest,pokerth,TODO,408375,25,16335,Texas hold'em game
games,finest,powermanga,TODO,520885,19,27415,vertical shoot 'em up with colourful 3D graphics
games,finest,pybik,TODO,214788,12,17899,Rubik's cube game
games,finest,pysolfc,FAIL,N/A,N/A,N/A,N/A
games,finest,raincat,TODO,518200,20,25910,2D puzzle game featuring a fuzzy little cat
games,finest,redeclipse,TODO,18146520,840,21603,"free, casual arena shooter"
games,finest,ri-li,TODO,474835,23,20645,toy train simulation game
games,finest,scorched3d,TODO,1319154,43,30678,3D artillery game similar to Scorched Earth
games,finest,searchandrescue,TODO,1357920,46,29520,fly aircraft to search (for) and rescue people in distress
games,finest,sgt-puzzles,TODO,28647,3,9549,Simon Tatham's Portable Puzzle Collection - 1-player puzzle games
games,finest,solarwolf,TODO,321312,16,20082,Collect the boxes and don't become mad
games,finest,sopwith,TODO,64150,2,32075,port of the 1980's side-scrolling WWI dogfighting game
games,finest,springlobby,TODO,227826,9,25314,single/multiplayer lobby for the Spring RTS engine
games,finest,supertransball2,TODO,339560,10,33956,Thrust type of game
games,finest,supertux,TODO,1805220,180,10029,Classic 2D jump 'n run sidescroller with Tux
games,finest,supertuxkart,TODO,4862920,610,7972,"3D arcade racer with a variety of characters, tracks, and modes to play"
games,finest,tecnoballz,TODO,373758,11,33978,breaking block game ported from the Amiga platform
games,finest,teeworlds,TODO,203870,10,20387,online multi-player platform 2D shooter
games,finest,torcs,TODO,6130880,320,19159,3D racing cars simulator game using OpenGL
games,finest,torus-trooper,TODO,577881,17,33993,speeding ship sailing through barrage
games,finest,tuxfootball,TODO,670125,25,26805,great 2D soccer (sometimes called football) game
games,finest,tuxmath,TODO,247940,22,11270,math game for kids with Tux
games,finest,tuxpuck,TODO,46550,2,23275,air hockey game for single players
games,finest,ufoai,TODO,26078800,1100,23708,UFO: Alien Invasion -- build your team and stop the aliens
games,finest,unknown-horizons,TODO,3661000,250,14644,2D realtime strategy simulation
games,finest,warmux,TODO,2419010,110,21991,turn-based artillery game on 2D maps
games,finest,warzone2100,TODO,2296650,150,15311,3D real time strategy game
games,finest,wesnoth,TODO,55001690,290,189661,fantasy turn-based strategy game - complete suite (metapackage)
games,finest,widelands,TODO,6676980,380,17571,fantasy real-time strategy game
games,finest,xmoto,TODO,945546,47,20118,2D motocross platform game
games,fps,bzflag-client,TODO,245136,12,20428,3D first person tank battle game -- client
games,fps,crispy-doom,TODO,198423,9,22047,Limit-raising medium-resolution Doom engine based on Chocolate Doom
games,fps,cube2-data,TODO,4992840,180,27738,demo game and content for the Cube2 engine
games,fps,deutex,TODO,39394,1,39394,composition tool for doom-style WAD files
games,fps,doomsday,TODO,894870,45,19886,enhanced version of the legendary DOOM game
games,fps,dsda-doom,TODO,166380,10,16638,Doom source port with a focus on demo recording and speedrunning
games,fps,enemylines3,TODO,344388,12,28699,semi-abstract first person 3d-shooter game
games,fps,enemylines7,TODO,324690,10,32469,first person 3d-shooter game
games,fps,eureka,TODO,68788,2,34394,map editor for the classic DOOM games
games,fps,ezquake,TODO,118497,3,39499,modern QuakeWorld client
games,fps,freedm,TODO,432956,17,25468,multiplayer deathmatch game for Doom-compatible engines
games,fps,freedoom,TODO,385525,25,15421,two single player campaigns for Doom-compatible engines
games,fps,ktx,TODO,123584,2,61792,"QuakeWorld mod ""Kombat Teams eXtreme"""
games,fps,mvdsv,TODO,68919,1,68919,QuakeWorld-compatible dedicated server
games,fps,nexuiz,TODO,15885100,700,22693,Fast-paced 3D first-person shooter
games,fps,openarena,TODO,6796160,410,16576,fast-paced 3D first-person shooter
games,fps,quakespasm,TODO,58134,3,19378,engine for iD software's Quake
games,fps,rbdoom3bfg,TODO,304740,9,33860,Doom3 BFG edition game engine
games,fps,redeclipse,TODO,18146520,840,21603,"free, casual arena shooter"
games,fps,teeworlds,TODO,203870,10,20387,online multi-player platform 2D shooter
games,fps,woof-doom,TODO,428985,9,47665,Doom source port MBF targeted at modern systems
games,minesweeper,ace-of-penguins,TODO,12511,1,12511,penguin-themed solitaire games
games,minesweeper,gnome-mines,TODO,4466,1,4466,popular minesweeper puzzle game for GNOME
games,minesweeper,kmines,TODO,149884,14,10706,minesweeper game
games,minesweeper,sgt-puzzles,TODO,28647,3,9549,Simon Tatham's Portable Puzzle Collection - 1-player puzzle games
games,minesweeper,xbomb,TODO,22409,1,22409,"'minesweeper' game with squares, hexagons or triangles"
games,minesweeper,xdemineur,TODO,20981,1,20981,Yet another minesweeper for X
games,platform,abe,TODO,274224,12,22852,"side-scrolling game named ""Abe's Amazing Adventure"""
games,platform,alex4,TODO,44048,2,22024,Alex the Allegator 4 - a retro platform game
games,platform,amphetamine,TODO,61670,2,30835,jump'n run game with unique visual effects
games,platform,asylum,TODO,276780,10,27678,surreal platform shooting game
games,platform,ballz,TODO,28589,1,28589,B.A.L.L.Z. - platform/puzzle game where you control a rolling ball
games,platform,between,TODO,55378,2,27689,game about consciousness and isolation
games,platform,blobandconquer,TODO,903588,28,32271,3D platform shooting game
games,platform,blobwars,TODO,1623628,71,22868,platform shooting game
games,platform,caveexpress,TODO,584131,23,25397,2D platformer with physics-based gameplay
games,platform,davegnukem,TODO,988335,27,36605,Retro-style 2D scrolling platform shooter
games,platform,ddnet,TODO,582966,18,32387,Teeworlds modification with a unique cooperative gameplay
games,platform,edgar,FAIL,N/A,N/A,N/A,N/A
games,platform,gnujump,TODO,341957,11,31087,platform game where you have to jump up to survive
games,platform,holotz-castle,TODO,314304,12,26192,platform game with high doses of mystery
games,platform,jumpnbump,TODO,235908,9,26212,cute multiplayer platform game with bunnies
games,platform,jumpnbump-levels,TODO,941175,9,104575,cute multiplayer platform game with bunnies (extra levels)
games,platform,mazeofgalious,TODO,569520,18,31640,The Maze of Galious
games,platform,nikwi,TODO,71040,2,35520,platform game where your goal is to collect candies
games,platform,oneisenough,TODO,333735,15,22249,2D platform game about the epic struggle of balls
games,platform,pachi,TODO,427344,12,35612,Platform game featuring Pachi el marciano
games,platform,pekka-kana-2,TODO,367419,13,28263,2D Oldschool platform game where you control a rooster
games,platform,plee-the-bear,TODO,1261319,43,29333,2D platform game
games,platform,seahorse-adventures,TODO,614008,23,26696,help Barbie the seahorse float on bubbles to the moon
games,platform,supertux,TODO,1805220,180,10029,Classic 2D jump 'n run sidescroller with Tux
games,platform,toppler,TODO,295600,10,29560,"clone of the ""Nebulus"" game on old 8 and 16 bit machines"
games,platform,whichwayisup,TODO,461850,15,30790,2D platform game with a slight rotational twist
games,platform,xjump,TODO,29612,1,29612,jumping game for X
games,platform,xmoto,TODO,945546,47,20118,2D motocross platform game
games,platform,xscavenger,TODO,30817,1,30817,Lode-runner-like platform game for X
games,programming,basic256,TODO,136688,4,34172,educational BASIC programming environment for children
games,programming,colobot,TODO,1913395,95,20141,educational programming strategy game
games,programming,laby,FAIL,,ERROR,27054,Learn how to program with ants and spider webs
games,programming,robocode,FAIL,,ERROR,42126,Java programming game based on battle tanks
games,puzzle,2048-qt,TODO,98202,6,16367,mathematics based puzzle game
games,puzzle,ace-of-penguins,TODO,12511,1,12511,penguin-themed solitaire games
games,puzzle,amoebax,TODO,533556,18,29642,Puyo Puyo-style puzzle game for up to two players
games,puzzle,atom4,TODO,36438,1,36438,Original two-player color puzzle game
games,puzzle,atomix,TODO,23320,1,23320,puzzle game for building molecules out of separate atoms
games,puzzle,auralquiz,TODO,47952,1,47952,simple music quiz game using your own music files
games,puzzle,berusky,TODO,139944,6,23324,Logic game based on Sokoban
games,puzzle,berusky2,TODO,16022340,540,29671,logic game Bugs Escape 3D
games,puzzle,between,TODO,55378,2,27689,game about consciousness and isolation
games,puzzle,biniax2,TODO,322500,12,26875,logic game with arcade and tactics modes
games,puzzle,black-box,TODO,308730,10,30873,Find the crystals
games,puzzle,blockattack,TODO,403215,15,26881,puzzle game inspired by Tetris
games,puzzle,blocks-of-the-undead,TODO,370500,12,30875,Tetris Attack clone with spooky undertones
games,puzzle,brainparty,TODO,525987,23,22869,36 puzzle games for all the family
games,puzzle,cavepacker,TODO,400624,14,28616,sokoban game with network based multiplayer gaming
games,puzzle,chroma,TODO,85887,3,28629,Abstract puzzle game - graphical version
games,puzzle,chromono,TODO,128847,3,42949,A circular color puzzle game
games,puzzle,connectagram,TODO,831880,28,29710,word unscrambling game
games,puzzle,einstein,TODO,183051,11,16641,Puzzle game inspired on Einstein's puzzle
games,puzzle,enigma,TODO,999348,42,23794,Game where you control a marble with the mouse
games,puzzle,explosive-c4,TODO,303044,7,43292,Four in a row game
games,puzzle,fillets-ng,TODO,1832908,77,23804,puzzle game about witty fish saving the world sokoban-style
games,puzzle,fltk1.3-games,TODO,24312,1,24312,"Fast Light Toolkit - example games: checkers, sudoku"
games,puzzle,freealchemist,TODO,465450,15,31030,simpler figure block game
games,puzzle,gbrainy,TODO,337725,15,22515,brain teaser game and trainer to have fun and to keep your brain trained
games,puzzle,gfpoken,TODO,36836,1,36836,Recreate a grid of mirrors from clues given by tests
games,puzzle,glpeces,TODO,86292,3,28764,Tangram (puzzle) game clone
games,puzzle,gmult,TODO,172580,5,34516,figure out which letters are which numbers
games,puzzle,gnome-games,TODO,863010,30,28767,games for the GNOME desktop
games,puzzle,gnome-mahjongg,TODO,11913,3,3971,classic Eastern tile game for GNOME
games,puzzle,gnurobbo,TODO,423553,13,32581,logic game ported from ATARI XE/XL
games,puzzle,gplanarity,TODO,24906,1,24906,simple puzzle game involving untangling planar graphs
games,puzzle,groundhog,TODO,36896,1,36896,simple logic game
games,puzzle,gtans,TODO,26184,1,26184,Tangram (puzzle) game using GTK+
games,puzzle,gtkballs,TODO,29851,1,29851,simple logic game
games,puzzle,gweled,TODO,63144,3,21048,"""Diamond Mine""-style puzzle game"
games,puzzle,hex-a-hop,TODO,484671,19,25509,puzzle game based on hexagonal tiles
games,puzzle,hexalate,TODO,31116,1,31116,Color matching puzzle
games,puzzle,hitori,TODO,4923,1,4923,logic puzzle game similar to sudoku
games,puzzle,jag,TODO,316943,11,28813,arcade and puzzle 2D game
games,puzzle,jigzo,TODO,457646,14,32689,Photo puzzle game for children
games,puzzle,kball,TODO,278880,7,39840,game of skill and reflexes for all the family
games,puzzle,kdegames,FAIL,,ERROR,105174,games from the official KDE release
games,puzzle,lightsoff,TODO,4766,1,4766,Light puzzle game
games,puzzle,lix,FAIL,N/A,N/A,N/A,N/A
games,puzzle,lmarbles,TODO,303020,10,30302,game where you build figures out of colored marbles
games,puzzle,miceamaze,TODO,837122,22,38051,video game with mice in a maze
games,puzzle,mirrormagic,TODO,292380,10,29238,Shoot around obstacles to collect energy using your beam.
games,puzzle,mokomaze,TODO,114186,3,38062,Ball in labyrinth game for the OpenMoko FreeRunner
games,puzzle,monsterz,TODO,467888,16,29243,arcade puzzle game
games,puzzle,numptyphysics,TODO,47116,2,23558,crayon based physics puzzle game
games,puzzle,parolottero,TODO,249054,6,41509,Compose words using a 4x4 grid of letters
games,puzzle,pathogen,TODO,356210,10,35621,Puzzle game about matching 3D model structures
games,puzzle,pathological,TODO,601678,22,27349,puzzle game involving paths and marbles
games,puzzle,phlipple,TODO,539994,13,41538,reduce 3D shapes to a single square
games,puzzle,pipenightdreams,TODO,107073,3,35691,connect pipes to get the water flowing from inlet to outlet
games,puzzle,pipewalker,TODO,49190,2,24595,combination puzzle game
games,puzzle,primrose,TODO,56640,2,28320,compelling tile-placement puzzle game
games,puzzle,pushover,TODO,413764,13,31828,Fun puzzle game with dominos
games,puzzle,puzzle-jigsaw,TODO,92970,2,46485,tile puzzle game
games,puzzle,pybik,TODO,214788,12,17899,Rubik's cube game
games,puzzle,qxw,TODO,31974,1,31974,advanced crossword construction tool
games,puzzle,raincat,TODO,518200,20,25910,2D puzzle game featuring a fuzzy little cat
games,puzzle,sgt-puzzles,TODO,28647,3,9549,Simon Tatham's Portable Puzzle Collection - 1-player puzzle games
games,puzzle,sudoku-solver,TODO,55075,1,55075,sudoku puzzles solver
games,puzzle,tanglet,TODO,930871,29,32099,single player word finding game based on Boggle
games,puzzle,tetzle,TODO,227864,8,28483,Jigsaw puzzle game
games,puzzle,tworld,TODO,84994,2,42497,Chip's Challenge Game Engine Emulation
games,puzzle,vodovod,TODO,340440,10,34044,"puzzle game, you must lead the water to the storage tank"
games,puzzle,wizznic,TODO,1014728,26,39028,implementation of the arcade classic Puzznic
games,puzzle,xbomb,TODO,22409,1,22409,"'minesweeper' game with squares, hexagons or triangles"
games,puzzle,xdemineur,TODO,20981,1,20981,Yet another minesweeper for X
games,puzzle,xjig,FAIL,N/A,N/A,N/A,N/A
games,puzzle,xmpuzzles,TODO,85238,2,42619,collection of puzzles for X (Motif version)
games,puzzle,xshisen,TODO,48450,2,24225,Shisen-sho puzzle game for X11
games,puzzle,xsok,TODO,27645,1,27645,generic Sokoban game for X11
games,puzzle,xye,TODO,109080,3,36360,puzzle game - get all the gems in the room
games,puzzle,zaz,TODO,580713,21,27653,arcade action puzzle game
